aa00,en,Medical School,This is an official account for a Medical School,es,Escuela De Medicina,Esta es una cuenta oficial de una Escuela de Medicina,pt,Escola De Medicina,Esta é uma conta oficial de uma Escola de Medicina,inform,FALSE,warn
rt00,en,CT Technology,This user works in the field of CT Technology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Tecnología Tomografía Computarizada,Este usuario trabaja en el campo de la tecnología CT. Esta etiqueta es solo para fines de red y no constituye una verificación de credenciales ni licencia.,pt,Tecnologia De Tomografia Computadorizada,Este usuário trabalha na área de Tecnologia de TC. Esta etiqueta serve apenas para fins de networking e não constitui uma verificação de credenciais ou licença.,inform,FALSE,warn
rt01,en,Fluoroscopy,This user works in the field of Fluoroscopy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Fluoroscopia,Este usuario trabaja en el campo de la fluoroscopia. Esta etiqueta es solo para fines de red y no constituye una verificación de credenciales ni licencia.,pt,Fluoroscopia,Este usuário trabalha na área de Fluoroscopia. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
rt02,en,Mammography,This user works in the field of Mammography. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Mamografía,Este usuario trabaja en el campo de la mamografía. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Mamografia,Este usuário trabalha na área de mamografia. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
rt03,en,MRI Technology,This user works in the field of MRI Technology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Tecnología De Resonancia Magnética,Este usuario trabaja en el campo de la tecnología de resonancia magnética. Esta etiqueta es solo para fines de red y no constituye una verificación de credenciales ni licencia.,pt,Tecnologia De Ressonância Magnética,Este usuário trabalha na área de Tecnologia de Ressonância Magnética. Esta etiqueta serve apenas para fins de networking e não constitui uma verificação de credenciais ou licença.,inform,FALSE,warn
rt04,en,POCUS,This user works in the field of Point of Care Ultrasound. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Ultrasonido En El Punto De Atención,Este usuario trabaja en el campo de la ecografía en el punto de atención. Esta etiqueta es solo para fines de red y no constituye una verificación de credenciales ni licencia.,pt,Ultrassom No Local De Atendimento,Este usuário trabalha na área de Ultrassom no Local de Atendimento. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
rt05,en,Radiography,This user works in the field of Radiography. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Radiografía,Este usuario trabaja en el campo de la radiografía. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Radiografia,Este usuário trabalha na área de Radiografia. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
rt06,en,Ultrasound,This user works in the field of Ultrasound. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Ultrasonido,Este usuario trabaja en el campo de la ecografía. Esta etiqueta es solo para fines de red y no constituye una verificación de credenciales ni licencia.,pt,Ultrassom,Este usuário trabalha na área de ultrassom. Esta etiqueta serve apenas para fins de networking e não constitui uma verificação de credenciais ou licença.,inform,FALSE,warn
su00,en,General Surgery,This user works in the field of General Surgery. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Cirugía General,Este usuario trabaja en el campo de la Cirugía General. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Cirurgia Geral,Este usuário atua na área de Cirurgia Geral. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
su01,en,Cardiothoracic Surgery,This user works in the field of Cardiothoracic Surgery. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Cirugía Cardiotorácica,Este usuario trabaja en el campo de la cirugía cardiotorácica. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Cirurgia Cardiotorácica,Este usuário atua na área de Cirurgia Cardiotorácica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
su02,en,Congenital Cardiac Surgery,This user works in the field of Congenital Cardiac Surgery. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Cirugía Cardíaca Congénita,Este usuario trabaja en el campo de la cirugía cardíaca congénita. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Cirurgia Cardíaca Congênita,Este usuário atua na área de Cirurgia Cardíaca Congênita. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
su03,en,Colon & Rectal Surgery,This user works in the field of Colon & Rectal Surgery. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Cirugía De Colon Y Recto,Este usuario trabaja en el campo de la cirugía de colon y recto. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Cirurgia De Cólon E Reto,Este usuário atua na área de Cirurgia de Cólon e Reto. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
su04,en,Craniofacial Surgery,This user works in the field of Craniofacial Surgery. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Cirugía Craneofacial,Este usuario trabaja en el campo de la cirugía craneofacial. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Cirurgia Craniofacial,Este usuário atua na área de Cirurgia Craniofacial. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
su05,en,Hepatobiliary Surgery,This user works in the field of Hepatobiliary Surgery. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Cirugía Hepatobiliar,Este usuario trabaja en el campo de la cirugía hepatobiliar. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Cirurgia Hepatobiliar,Este usuário atua na área de Cirurgia Hepatobiliar. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
su06,en,Micrographic Surgery,This user works in the field of Micrographic Surgery. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Cirugía Micrográfica,Este usuario trabaja en el campo de la cirugía micrográfica. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Cirurgia Micrográfica,Este usuário atua na área de Cirurgia Micrográfica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
